2430672	1361	10	29
2430709	1361	12	7
2430746	1362	1	15
2430783	1362	2	22
2430820	1362	3	30
2430857	1362	5	8
2430894	1362	6	15
2430931	1362	7	23
2430968	1362	9	1
2431005	1362	10	8
2431042	1362	11	16
2431079	1362	12	23
2431116	1363	2	1
2431153	1363	3	9
2431190	1363	4	16
2431227	1363	5	24
2431264	1363	7	2
2431301	1363	8	9
2431338	1363	9	17
2431375	1363	10	24
2431412	1363	12	2
2431449	1364	1	9
2431486	1364	2	16
2431523	1364	3	24
2431560	1364	5	2
2431597	1364	6	9
2431634	1364	7	17
2431671	1364	8	24
2431708	1364	10	2
2431745	1364	11	10
2431782	1364	12	17
2431819	1365	1	25
2431856	1365	3	3
2431893	1365	4	10
2431930	1365	5	18
2431967	1365	6	25
2432004	1365	8	3
2432041	1365	9	11
2432078	1365	10	18
2432115	1365	11	26
2432152	1366	1	4
2432189	1366	2	11
2432226	1366	3	19
2432263	1366	4	26
2432300	1366	6	4
2432337	1366	7	12
2432374	1366	8	19
2432411	1366	9	27
2432448	1366	11	5
2432485	1366	12	12
2432522	1367	1	19
2432559	1367	2	26
2432596	1367	4	4
2432633	1367	5	12
2432670	1367	6	19
2432707	1367	7	27
2432744	1367	9	5
2432781	1367	10	12
2432818	1367	11	20
2432855	1367	12	27
2432892	1368	2	5
2432929	1368	3	13
2432966	1368	4	20
2433003	1368	5	28
2433040	1368	7	6
2433077	1368	8	13
2433114	1368	9	21
2433151	1368	10	28
2433188	1368	12	6
2433225	1369	1	14
2433262	1369	2	21
2433299	1369	3	29
2433336	1369	5	7
2433373	1369	6	14
2433410	1369	7	22
2433447	1369	8	29
2433484	1369	10	7
2433521	1369	11	15
2433558	1369	12	22
2433595	1370	1	29
2433632	1370	3	7
2433669	1370	4	14
2433706	1370	5	22
2433743	1370	6	29
2433780	1370	8	7
2433817	1370	9	15
2433854	1370	10	22
2433891	1370	11	30
2433928	1371	1	8
2433965	1371	2	15
2434002	1371	3	23
2434039	1371	5	1
2434076	1371	6	8
2434113	1371	7	16
2434150	1371	8	23
2434187	1371	10	1
2434224	1371	11	9
2434261	1371	12	16
2434298	1372	1	23
2434335	1372	3	1
2434372	1372	4	8
2434409	1372	5	16
2434446	1372	6	23
2434483	1372	8	1
2434520	1372	9	9
2434557	1372	10	16
2434594	1372	11	24
2434631	1373	1	2
2434668	1373	2	9
2434705	1373	3	17
2434742	1373	4	24
2434779	1373	6	2
2434816	1373	7	10
2434853	1373	8	17
2434890	1373	9	25
2434927	1373	11	3
2434964	1373	12	10
2435001	1374	1	18
2435038	1374	2	25
2435075	1374	4	3
2435112	1374	5	11
2435149	1374	6	18
2435186	1374	7	26
2435223	1374	9	4
2435260	1374	10	11
2435297	1374	11	19
2435334	1374	12	26
2435371	1375	2	3
2435408	1375	3	11
2435445	1375	4	18
2435482	1375	5	26
2435519	1375	7	4
2435556	1375	8	11
2435593	1375	9	19
2435630	1375	10	26
2435667	1375	12	4
2435704	1376	1	12
2435741	1376	2	19
2435778	1376	3	27
2435815	1376	5	5
2435852	1376	6	12
2435889	1376	7	20
2435926	1376	8	27
2435963	1376	10	5
2436000	1376	11	13
2436037	1376	12	20
2436074	1377	1	28
2436111	1377	3	6
2436148	1377	4	13
2436185	1377	5	21
2436222	1377	6	28
2436259	1377	8	6
2436296	1377	9	14
2436333	1377	10	21
2436370	1377	11	29
2436407	1378	1	6
2436444	1378	2	13
2436481	1378	3	21
2436518	1378	4	28
2436555	1378	6	6
2436592	1378	7	14
2436629	1378	8	21
2436666	1378	9	29
2436703	1378	11	7
2436740	1378	12	14
2436777	1379	1	22
